TradeDateTime,Open,High,Low,Close,Volume,Product,Contract
2022-04-18 07:00:00,19.2,19.44875,18.99875,19.39875,155,Emission,M01
2022-04-18 08:00:00,19.3375,19.35,18.81875,18.98375,685,Emission,M01
2022-04-18 09:00:00,19.0775,19.20875,18.9575,18.9575,266,Emission,M01
2022-04-18 10:00:00,18.985,19.125,18.875,19.0625,305,Emission,M01
2022-04-18 11:00:00,19.1875,19.325,19.08875,19.1,239,Emission,M01
