TradeDateTime,Open,High,Low,Close,Volume,Product,Contract
2022-04-18 08:00:00,19.41875,19.41875,19.1625,19.2625,1307,Emission,DA
2022-04-18 09:00:00,19.2625,19.475,19.2625,19.3125,5275,Emission,DA
2022-04-18 10:00:00,19.3125,19.3625,19.20625,19.3625,6365,Emission,DA
2022-04-18 11:00:00,19.35,19.58125,19.325,19.4125,9792,Emission,DA
